claim_id,claimant_id,vehicle_id,clinic_provider_id,repair_provider_id,attorney_provider_id,incident_type,weather_condition,claim_date,police_report_filed,injuries_count,witnesses_count,claim_amount,claim_status,payout_amount,is_fraud,fraud_ring_id
CM003257,CL001710,VH000392,,PR000000,,single_vehicle,clear,2024-07-23,True,2,1,3474.42,denied,0.0,0,
CM000593,CL000913,VH001648,,,,rear_end_collision,rain,2024-06-28,False,0,2,1966.97,paid,1939.89,0,
CM000669,CL000982,VH001176,PR000035,PR000173,,sideswipe,rain,2023-02-15,True,1,1,4370.45,paid,3954.97,0,
CM006819,CL001764,VH003599,PR000034,PR000204,PR000122,sideswipe,snow,2025-01-23,True,0,1,2366.65,paid,2187.45,0,
CM002313,CL001821,VH002836,PR000064,PR000209,,single_vehicle,snow,2025-08-04,True,1,1,2419.18,paid,2269.36,0,
CM004122,CL002405,VH002576,PR000008,,,parking_lot,snow,2023-08-19,False,0,2,4798.26,paid,4706.54,0,
CM004624,CL000444,VH001367,,PR000182,,single_vehicle,clear,2023-01-26,True,0,0,9130.34,paid,8648.08,0,
CM000510,CL003192,VH001345,PR000125,PR000124,,rear_end_collision,snow,2025-07-13,True,2,0,3863.14,paid,3833.5,0,
CM004642,CL003429,VH001536,PR000077,,,sideswipe,snow,2025-10-18,True,3,0,1562.06,under_review,,0,
CM001747,CL003117,VH002621,PR000078,PR000027,PR000016,single_vehicle,clear,2024-02-24,True,0,0,1707.84,paid,1609.83,0,
CM002009,CL002470,VH003436,,PR000201,,rear_end_collision,clear,2025-01-15,True,1,1,4669.85,paid,4464.61,0,
CM005748,CL003822,VH000911,,,,rear_end_collision,clear,2024-09-19,True,0,0,1925.61,paid,1840.29,0,
CM000734,CL000980,VH003469,PR000192,PR000245,PR000044,single_vehicle,clear,2024-06-10,True,0,0,1063.19,under_review,,0,
CM005945,CL001755,VH000211,PR000106,PR000038,,multi_vehicle_pileup,clear,2024-11-05,True,0,2,5124.92,denied,0.0,0,
CM000322,CL001969,VH002540,,PR000203,,multi_vehicle_pileup,clear,2023-11-04,True,0,1,1984.54,paid,1808.5,0,
CM000512,CL000495,VH003915,PR000249,PR000121,,single_vehicle,clear,2024-04-27,True,0,0,4918.78,paid,4543.46,0,
CM008431,CL002544,VH003622,PR000146,PR000105,,parking_lot,clear,2024-03-14,True,1,2,4673.12,paid,4221.19,1,RING001
CM005129,CL002180,VH003718,,PR000166,,rear_end_collision,snow,2023-11-27,True,1,1,1670.97,paid,1537.24,0,
CM006689,CL000555,VH000627,,PR000052,,sideswipe,clear,2024-05-02,False,0,0,3226.04,paid,3121.32,0,
CM008524,CL001693,VH003087,PR000214,PR000115,PR000147,sideswipe,rain,2023-12-01,True,2,0,12194.71,paid,11661.6,1,RING004
CM008838,CL002587,VH001876,PR000244,PR000083,,rear_end_collision,clear,2024-01-09,False,0,0,4415.65,denied,0.0,1,RING017
CM007188,CL001877,VH000375,PR000017,PR000086,,single_vehicle,snow,2025-05-15,True,0,4,1360.99,denied,0.0,0,
CM006740,CL002879,VH000907,PR000116,PR000181,,rear_end_collision,clear,2025-08-25,True,0,1,1624.18,paid,1585.65,0,
CM001881,CL000184,VH002617,,PR000075,,single_vehicle,fog,2024-01-14,True,0,0,9707.43,paid,9512.57,0,
CM003106,CL003852,VH002865,,PR000040,,sideswipe,clear,2025-10-29,True,0,0,5745.23,paid,5413.03,0,
CM000108,CL003024,VH003773,PR000186,PR000091,,rear_end_collision,rain,2024-05-27,True,1,0,3432.63,paid,3365.24,0,
CM004886,CL001710,VH001923,,PR000165,,rear_end_collision,rain,2024-06-26,True,0,2,4912.69,denied,0.0,0,
CM001563,CL001804,VH003266,PR000076,,,single_vehicle,clear,2024-12-23,True,0,0,2477.02,paid,2322.48,0,
CM007357,CL002482,VH003935,PR000187,PR000047,PR000053,multi_vehicle_pileup,clear,2023-10-25,True,1,1,2018.73,paid,1920.77,0,
CM001778,CL002476,VH000275,PR000158,PR000205,,rear_end_collision,clear,2024-09-01,True,0,2,2051.86,paid,1877.75,0,
CM001223,CL002507,VH000030,,PR000243,,parking_lot,clear,2024-05-13,True,0,1,3451.13,paid,3229.14,0,
CM000829,CL002387,VH001526,,PR000015,,parking_lot,rain,2023-06-12,False,0,0,4202.6,under_review,,0,
CM002819,CL001215,VH003448,PR000106,PR000015,,rear_end_collision,clear,2024-03-09,True,0,1,2699.17,paid,2633.03,0,
CM007034,CL003182,VH002378,,PR000169,,single_vehicle,rain,2024-01-27,True,0,0,4407.93,paid,4222.0,0,
CM007446,CL003283,VH000134,,PR000042,PR000155,single_vehicle,clear,2023-05-08,False,0,1,2817.52,paid,2735.6,0,
CM005120,CL000579,VH000472,,PR000060,,rear_end_collision,rain,2023-03-18,True,1,1,7933.52,paid,7807.87,0,
CM002796,CL001188,VH001664,PR000089,PR000151,,multi_vehicle_pileup,clear,2025-06-03,False,0,1,11956.45,paid,11406.49,0,
CM001865,CL003517,VH003295,,PR000042,,single_vehicle,clear,2023-02-18,True,2,1,1978.65,paid,1855.77,0,
CM008565,CL002088,VH003754,PR000064,PR000000,,multi_vehicle_pileup,clear,2023-07-15,True,0,0,3420.49,paid,3413.91,1,RING005
CM001942,CL001308,VH001595,PR000039,PR000095,PR000193,multi_vehicle_pileup,clear,2025-05-01,True,0,2,5294.05,paid,4972.12,0,
CM006644,CL003843,VH001554,PR000089,,,single_vehicle,clear,2025-02-07,True,0,1,691.57,paid,656.65,0,
CM008341,CL000317,VH000505,,PR000050,,multi_vehicle_pileup,clear,2025-04-05,False,0,1,1178.33,under_review,,0,
CM003315,CL003755,VH002046,PR000208,PR000000,,single_vehicle,rain,2024-05-10,True,0,2,5315.83,paid,5181.86,0,
CM006308,CL000868,VH001225,PR000113,PR000041,,sideswipe,fog,2023-05-05,True,0,0,4188.5,paid,4031.97,0,
CM000759,CL003608,VH002082,PR000078,PR000201,PR000100,parking_lot,rain,2023-11-17,True,1,1,2312.92,denied,0.0,0,
CM006299,CL003075,VH003337,PR000189,PR000221,,sideswipe,clear,2023-11-01,True,0,1,2879.82,under_review,,0,
CM004135,CL002207,VH002228,PR000198,PR000246,,parking_lot,clear,2025-07-06,False,0,1,2849.82,paid,2640.53,0,
CM007202,CL003536,VH000431,PR000002,PR000015,,single_vehicle,clear,2024-09-01,False,0,1,9167.67,under_review,,0,
CM004077,CL001656,VH002696,,PR000109,,parking_lot,clear,2024-03-06,True,0,1,1483.95,paid,1456.0,0,
CM002725,CL001410,VH000783,,PR000011,,rear_end_collision,rain,2024-03-24,True,0,0,6661.48,paid,6540.9,0,
CM008259,CL002640,VH001778,,PR000107,,parking_lot,clear,2025-12-26,False,1,0,2112.53,under_review,,0,
CM006594,CL000732,VH002269,,PR000163,,single_vehicle,clear,2024-12-19,False,1,1,2245.38,paid,2167.64,0,
CM000587,CL000838,VH002324,PR000149,PR000062,,single_vehicle,clear,2025-04-14,True,1,0,9041.84,paid,8454.08,0,
CM003039,CL003740,VH003804,,PR000210,PR000135,sideswipe,clear,2023-05-20,True,0,2,2441.28,paid,2329.43,0,
CM002599,CL001786,VH003622,PR000152,PR000128,,parking_lot,clear,2025-01-01,True,0,0,1579.89,under_review,,0,
CM000677,CL000762,VH000678,PR000017,PR000052,,sideswipe,clear,2023-11-25,True,0,0,2379.13,under_review,,0,
CM003401,CL001256,VH001511,PR000078,PR000011,PR000188,rear_end_collision,clear,2024-09-23,False,0,2,2953.15,paid,2810.95,0,
CM007840,CL001828,VH003845,,PR000157,,sideswipe,rain,2025-02-20,True,1,1,1798.55,paid,1623.24,0,
CM003356,CL000735,VH000855,PR000077,PR000245,,rear_end_collision,rain,2024-09-22,False,1,1,3725.85,paid,3717.68,0,
CM002304,CL002144,VH000692,,PR000140,,parking_lot,clear,2023-05-01,True,0,0,2791.46,paid,2665.87,0,
CM005959,CL001814,VH003188,PR000187,PR000245,,parking_lot,clear,2023-08-03,True,0,4,8677.53,paid,7927.68,0,
CM001730,CL000364,VH002678,PR000149,PR000224,,sideswipe,clear,2024-06-23,True,1,1,3149.74,paid,2970.21,0,
CM008487,CL000995,VH000767,PR000019,PR000071,PR000102,multi_vehicle_pileup,clear,2024-05-23,False,0,0,6028.98,paid,5486.89,1,RING003
CM005141,CL003830,VH001556,,PR000194,,sideswipe,clear,2024-08-04,True,0,2,3014.16,paid,2904.59,0,
CM006933,CL000156,VH003097,,PR000095,,parking_lot,clear,2024-02-09,True,1,0,1834.88,paid,1671.71,0,
CM003848,CL002339,VH001718,,PR000121,PR000102,sideswipe,clear,2023-04-24,False,1,0,3770.17,paid,3476.53,0,
CM006066,CL001268,VH001830,,,,sideswipe,clear,2024-12-30,True,1,1,4835.92,paid,4553.5,0,
CM003092,CL001565,VH002840,PR000125,PR000220,PR000007,parking_lot,clear,2024-11-02,False,1,1,2124.02,under_review,,0,
CM001148,CL003451,VH000395,PR000104,PR000131,,single_vehicle,clear,2025-10-24,True,0,2,7884.01,under_review,,0,
CM002303,CL003343,VH003976,PR000036,PR000243,,single_vehicle,rain,2025-06-11,True,0,2,3419.14,paid,3376.81,0,
CM007951,CL001885,VH002730,PR000001,PR000111,,multi_vehicle_pileup,rain,2025-01-02,False,0,0,2246.07,paid,2137.01,0,
CM000857,CL003938,VH000704,PR000235,,PR000139,rear_end_collision,rain,2024-12-20,True,1,0,8217.65,paid,8038.36,0,
CM002940,CL002719,VH003494,PR000200,PR000134,,sideswipe,rain,2024-10-22,True,0,0,1143.78,under_review,,0,
CM002003,CL001550,VH000123,,PR000086,,rear_end_collision,fog,2023-11-24,True,0,0,11475.85,paid,10895.23,0,
CM008334,CL000161,VH003536,PR000116,,PR000102,single_vehicle,clear,2025-05-06,True,0,0,4620.17,paid,4552.44,0,
CM008463,CL000830,VH002134,PR000146,PR000105,,single_vehicle,snow,2024-03-20,False,0,0,4172.92,denied,0.0,1,RING001
CM005740,CL000561,VH000905,,PR000123,,sideswipe,clear,2024-05-15,True,0,2,7657.81,paid,7117.94,0,
CM006320,CL000087,VH002961,PR000244,PR000091,,sideswipe,clear,2024-03-11,True,0,0,3464.72,paid,3368.84,0,
CM004664,CL000769,VH003707,,PR000109,,single_vehicle,rain,2023-06-24,True,0,0,3840.66,paid,3803.31,0,
CM008157,CL000775,VH000099,,PR000173,,rear_end_collision,snow,2024-06-21,True,0,0,5769.23,paid,5453.6,0,
CM004993,CL003144,VH002266,PR000085,PR000024,,rear_end_collision,fog,2023-01-10,False,1,0,7912.46,paid,7177.42,0,
CM007111,CL002925,VH002870,,PR000166,,sideswipe,clear,2024-06-21,True,1,0,2366.6,paid,2331.94,0,
CM005014,CL001161,VH000098,,,,parking_lot,rain,2025-06-04,False,1,1,4197.46,paid,4197.12,0,
CM007270,CL001163,VH001754,,,,single_vehicle,clear,2025-01-01,True,0,1,11065.75,under_review,,0,
CM003297,CL000117,VH002857,,,,multi_vehicle_pileup,clear,2023-06-14,True,1,0,3283.11,paid,3116.4,0,
CM003615,CL002326,VH002369,PR000057,PR000182,PR000162,sideswipe,clear,2023-12-15,True,0,1,5908.07,paid,5839.75,0,
CM005049,CL003354,VH001718,PR000189,PR000202,,parking_lot,snow,2024-08-19,False,0,2,922.78,paid,903.39,0,
CM005199,CL003023,VH003667,PR000004,PR000174,,parking_lot,rain,2024-05-13,True,1,1,6863.16,paid,6280.66,0,
CM003144,CL001633,VH003854,PR000021,PR000105,,parking_lot,fog,2024-12-25,True,0,1,5985.03,paid,5897.11,0,
CM003051,CL003647,VH002517,,PR000169,,single_vehicle,fog,2025-10-04,True,0,1,7508.75,paid,7421.69,0,
CM008871,CL002606,VH002667,PR000049,PR000045,,multi_vehicle_pileup,snow,2024-09-09,False,1,0,2779.42,paid,2502.26,1,RING018
CM001331,CL003776,VH000973,PR000017,PR000210,PR000100,parking_lot,snow,2024-03-23,True,0,0,3661.97,paid,3571.61,0,
CM001920,CL001858,VH003888,PR000113,PR000058,PR000141,sideswipe,clear,2023-07-31,False,0,1,3142.35,paid,2989.46,0,
CM006729,CL000107,VH000632,,PR000163,,rear_end_collision,clear,2023-10-21,True,1,1,1947.99,paid,1929.45,0,
CM005193,CL003036,VH002382,,PR000150,,rear_end_collision,fog,2024-01-02,True,0,1,3907.31,paid,3543.64,0,
CM007098,CL002457,VH000680,PR000120,PR000047,,single_vehicle,fog,2023-04-03,True,1,1,1050.71,under_review,,0,
CM005754,CL002735,VH002695,PR000186,PR000024,,multi_vehicle_pileup,rain,2024-04-25,True,0,1,2598.41,paid,2462.26,0,
CM008546,CL001303,VH003087,PR000214,PR000115,PR000147,multi_vehicle_pileup,clear,2023-12-17,False,2,1,5337.29,paid,5291.43,1,RING004
CM000519,CL003432,VH000882,PR000025,PR000182,,single_vehicle,fog,2023-12-22,True,0,2,6163.02,denied,0.0,0,
CM003482,CL003187,VH000798,,PR000045,,parking_lot,clear,2025-05-29,True,0,2,658.77,paid,630.53,0,
CM008019,CL002772,VH000088,,PR000207,,parking_lot,snow,2025-06-15,False,0,2,6078.72,paid,5553.96,0,
CM004610,CL003935,VH003628,PR000082,PR000058,,multi_vehicle_pileup,clear,2024-08-27,True,0,0,578.64,paid,565.03,0,
CM008203,CL003185,VH000453,PR000248,PR000069,,rear_end_collision,snow,2023-06-14,True,0,1,2748.21,under_review,,0,
CM006273,CL003943,VH000885,PR000118,PR000157,,multi_vehicle_pileup,clear,2023-12-11,True,0,0,5828.34,paid,5652.94,0,
CM002604,CL000345,VH003904,PR000046,PR000009,,parking_lot,clear,2023-06-07,True,0,0,4484.79,paid,4231.64,0,
CM001415,CL002151,VH002499,PR000035,PR000092,,multi_vehicle_pileup,fog,2024-07-20,True,3,0,7853.13,paid,7418.54,0,
CM002158,CL000420,VH002699,PR000003,PR000138,,rear_end_collision,fog,2023-04-25,True,1,1,6744.39,paid,6482.55,0,
CM003754,CL000503,VH002443,PR000136,PR000055,,sideswipe,rain,2025-07-13,True,0,1,3029.44,paid,2989.39,0,
CM001650,CL000705,VH002607,PR000149,PR000194,PR000177,single_vehicle,rain,2025-08-25,True,0,0,526.41,paid,503.65,0,
CM008162,CL001138,VH001497,,PR000184,PR000061,single_vehicle,snow,2023-03-07,True,0,0,2685.52,under_review,,0,
CM004512,CL002763,VH002002,PR000063,PR000052,,multi_vehicle_pileup,clear,2025-02-06,True,1,1,3311.44,paid,3099.58,0,
CM002405,CL002087,VH002244,,PR000163,,single_vehicle,snow,2025-08-25,True,0,0,627.19,denied,0.0,0,
CM007903,CL001067,VH003352,,PR000199,PR000016,sideswipe,fog,2024-09-27,True,0,0,2734.41,paid,2675.85,0,
CM004388,CL003372,VH000703,,PR000028,,multi_vehicle_pileup,clear,2025-03-13,True,1,0,5233.69,denied,0.0,0,
CM000222,CL001146,VH003295,PR000025,PR000042,,sideswipe,clear,2024-05-25,False,0,1,6468.76,paid,5855.46,0,
CM004360,CL000799,VH000926,,PR000117,,rear_end_collision,rain,2025-12-30,False,0,0,520.83,paid,506.25,0,
CM005267,CL002017,VH002121,PR000227,PR000009,,single_vehicle,snow,2023-02-12,True,1,0,4328.73,paid,4113.73,0,
CM002247,CL003534,VH001160,PR000039,PR000040,,rear_end_collision,rain,2024-09-27,True,0,1,2428.2,paid,2258.82,0,
CM004568,CL002530,VH002287,,,,multi_vehicle_pileup,clear,2023-11-17,True,0,0,1728.89,paid,1636.82,0,
CM006579,CL002110,VH002189,,,,rear_end_collision,clear,2023-11-24,True,0,1,4815.91,paid,4815.04,0,
CM003446,CL000819,VH001538,PR000168,PR000183,,single_vehicle,clear,2024-10-09,True,0,0,10151.58,paid,9495.47,0,
CM002153,CL002568,VH001826,PR000227,PR000018,,parking_lot,fog,2024-04-18,True,0,1,1689.82,paid,1543.13,0,
CM006189,CL003526,VH001174,,PR000062,,sideswipe,clear,2023-09-13,False,0,0,3515.68,paid,3369.31,0,
CM003045,CL003738,VH000918,PR000112,PR000009,,sideswipe,clear,2025-01-04,True,0,1,8062.13,paid,7367.52,0,
CM000120,CL003510,VH000907,PR000025,PR000133,,multi_vehicle_pileup,rain,2023-07-05,True,1,0,2405.93,paid,2239.02,0,
CM007756,CL002640,VH001933,,PR000138,,parking_lot,clear,2024-04-27,True,0,0,4535.42,under_review,,0,
CM006704,CL002585,VH001054,,PR000180,,rear_end_collision,clear,2024-05-31,True,0,1,4606.54,under_review,,0,
CM003376,CL003300,VH000763,PR000239,PR000087,PR000126,rear_end_collision,snow,2024-11-11,True,1,1,8268.16,under_review,,0,
CM004086,CL002246,VH003967,PR000076,PR000052,,rear_end_collision,fog,2024-10-22,False,0,0,860.31,paid,784.83,0,
CM002509,CL002853,VH003821,,PR000163,,rear_end_collision,rain,2025-04-06,True,1,1,5563.16,paid,5344.2,0,
CM000764,CL000791,VH003628,PR000127,PR000090,,rear_end_collision,rain,2025-07-14,True,0,0,6486.25,paid,6263.21,0,
CM005247,CL001095,VH002365,PR000119,PR000181,,single_vehicle,fog,2023-07-09,True,0,0,1252.58,paid,1153.29,0,
CM000625,CL000455,VH002302,,PR000105,,single_vehicle,snow,2023-09-19,True,0,0,2229.61,paid,2155.83,0,
CM007236,CL003395,VH003769,,PR000000,,single_vehicle,clear,2024-03-15,True,0,0,3436.46,paid,3328.2,0,
CM007268,CL003742,VH002960,,PR000000,,parking_lot,rain,2024-03-23,True,1,1,5029.28,paid,4853.97,0,
CM007052,CL001221,VH003080,PR000223,PR000084,,multi_vehicle_pileup,clear,2025-11-06,True,0,2,4003.15,paid,3651.43,0,
CM006552,CL000263,VH000397,PR000127,PR000179,,sideswipe,clear,2024-04-13,False,0,2,4567.74,paid,4308.26,0,
CM002322,CL003437,VH000113,PR000072,,,rear_end_collision,clear,2023-05-11,True,0,1,6375.79,paid,5832.78,0,
CM007787,CL003634,VH003686,PR000113,PR000015,,single_vehicle,clear,2023-08-27,True,0,0,4549.52,paid,4332.89,0,
CM003317,CL003061,VH003558,PR000104,PR000143,,single_vehicle,clear,2024-06-08,False,1,1,1489.71,paid,1440.2,0,
CM003618,CL000947,VH000421,PR000001,,PR000139,multi_vehicle_pileup,clear,2025-01-29,True,0,0,8504.14,paid,7870.41,0,
CM002730,CL000037,VH000193,PR000247,PR000226,,sideswipe,clear,2024-01-26,True,0,0,9051.79,under_review,,0,
CM002514,CL002219,VH003640,,PR000132,,rear_end_collision,fog,2025-05-03,True,1,0,8348.67,denied,0.0,0,
CM003474,CL002677,VH002692,,,,multi_vehicle_pileup,clear,2025-06-04,True,0,0,5806.56,paid,5717.6,0,
CM004741,CL002483,VH003082,PR000198,PR000218,,rear_end_collision,clear,2024-11-19,False,0,1,2883.88,paid,2697.86,0,
CM005194,CL003949,VH003600,PR000187,PR000107,,multi_vehicle_pileup,clear,2024-08-06,False,0,0,5680.34,under_review,,0,
CM007094,CL001873,VH002767,,PR000108,,rear_end_collision,rain,2024-07-13,False,0,1,3954.84,under_review,,0,
CM002517,CL003713,VH002874,PR000096,,,sideswipe,clear,2023-11-18,True,0,0,6071.95,denied,0.0,0,
CM005528,CL000779,VH000939,,PR000221,,parking_lot,clear,2024-09-02,True,0,2,1862.66,paid,1739.78,0,
CM000709,CL001300,VH000525,,PR000128,,single_vehicle,clear,2024-04-16,True,0,0,9153.84,paid,8355.12,0,
CM004743,CL000803,VH002711,,PR000245,,single_vehicle,clear,2024-02-17,True,0,3,3030.38,paid,2820.83,0,
CM007302,CL000866,VH002717,,PR000032,,sideswipe,clear,2025-03-29,False,0,0,1941.28,paid,1836.37,0,
CM006070,CL003809,VH001627,,PR000210,,parking_lot,rain,2025-02-05,False,1,0,3128.07,paid,3090.22,0,
CM002848,CL003587,VH003588,PR000056,PR000111,,multi_vehicle_pileup,fog,2024-05-09,True,0,0,7297.41,paid,7026.94,0,
CM004903,CL000949,VH000711,PR000216,PR000000,,rear_end_collision,fog,2023-05-03,False,0,2,1133.29,under_review,,0,
CM001254,CL001327,VH003510,PR000236,PR000229,,sideswipe,clear,2023-05-02,True,0,0,4440.54,paid,4119.68,0,
CM003429,CL000823,VH001775,,PR000151,,multi_vehicle_pileup,clear,2025-12-17,True,0,4,5287.05,paid,4968.95,0,
CM005108,CL003936,VH002907,,PR000095,,rear_end_collision,fog,2024-01-23,True,0,0,4534.02,under_review,,0,
CM004054,CL003601,VH000119,,PR000071,PR000141,multi_vehicle_pileup,clear,2023-11-13,True,0,1,5865.58,paid,5791.42,0,
CM008848,CL003880,VH003036,PR000049,PR000045,,single_vehicle,snow,2024-08-08,True,1,0,4931.46,paid,4665.04,1,RING018
CM004057,CL002230,VH003092,,PR000228,,rear_end_collision,rain,2023-03-19,True,0,0,11700.28,paid,11163.99,0,
CM000305,CL000928,VH000247,PR000164,PR000131,,single_vehicle,clear,2025-01-08,True,1,1,687.01,paid,638.7,0,
CM006166,CL003027,VH002445,,PR000067,PR000054,sideswipe,clear,2023-06-01,True,0,2,2533.22,paid,2356.43,0,
CM006890,CL002779,VH002290,PR000192,PR000097,,single_vehicle,fog,2024-10-25,False,0,0,5843.68,paid,5632.65,0,
CM001795,CL000754,VH000107,,,,single_vehicle,clear,2024-01-08,True,0,1,2115.23,paid,1996.89,0,
CM004142,CL001511,VH003603,,,,sideswipe,clear,2025-01-23,False,0,0,6403.6,paid,6325.1,0,
CM007515,CL003138,VH001213,,PR000013,,parking_lot,clear,2024-07-10,True,1,0,7776.26,paid,7115.23,0,
CM004735,CL000753,VH000636,PR000198,PR000181,,single_vehicle,clear,2025-01-26,True,0,1,3417.28,paid,3109.59,0,
CM000319,CL001121,VH003856,PR000063,PR000245,PR000237,sideswipe,rain,2024-04-18,False,0,2,1581.72,paid,1557.43,0,
CM005358,CL001775,VH002924,,PR000220,,parking_lot,rain,2024-09-07,True,0,0,3347.95,paid,3229.27,0,
CM000015,CL002989,VH003161,PR000021,PR000133,,single_vehicle,rain,2025-05-24,True,1,2,3818.31,paid,3461.63,0,
CM001047,CL003996,VH002502,PR000223,PR000241,,single_vehicle,snow,2023-05-05,True,0,0,1108.21,paid,1020.36,0,
CM000077,CL002168,VH002001,PR000212,PR000183,,sideswipe,clear,2023-08-04,True,0,1,8738.79,paid,8565.93,0,
CM005154,CL000966,VH003562,,PR000173,,sideswipe,clear,2025-03-27,True,0,0,5023.62,paid,4807.96,0,
CM007708,CL001364,VH002189,,PR000143,,multi_vehicle_pileup,clear,2025-01-27,False,0,2,961.73,paid,917.05,0,
CM006927,CL002754,VH000688,PR000072,PR000032,,multi_vehicle_pileup,fog,2024-10-30,True,0,2,7321.55,paid,6810.53,0,
CM005655,CL002324,VH000797,,PR000197,,single_vehicle,rain,2025-08-14,True,2,0,1454.07,under_review,,0,
CM008354,CL003608,VH002875,,,PR000122,single_vehicle,rain,2023-04-13,False,0,0,1919.97,paid,1769.8,0,
CM003913,CL003762,VH001145,PR000234,PR000211,PR000044,parking_lot,rain,2024-12-24,False,1,0,965.04,paid,944.86,0,
CM007250,CL001456,VH000725,PR000219,PR000052,,single_vehicle,snow,2023-07-23,False,0,1,11851.99,paid,10678.75,0,
CM005553,CL000757,VH001324,,PR000000,PR000215,parking_lot,clear,2024-11-28,True,1,1,3775.47,paid,3466.94,0,
CM008365,CL003643,VH002236,,PR000210,,rear_end_collision,clear,2024-02-09,False,1,1,1297.36,paid,1190.87,0,
CM000089,CL001273,VH000587,,PR000182,,multi_vehicle_pileup,clear,2025-10-09,False,0,0,2570.08,paid,2564.47,0,
CM008230,CL003979,VH002525,PR000098,PR000161,,parking_lot,clear,2023-01-08,True,1,0,3063.12,paid,2826.0,0,
CM006829,CL003929,VH003911,,PR000197,,multi_vehicle_pileup,rain,2025-05-19,True,0,0,1543.05,paid,1541.94,0,
CM006742,CL003196,VH001948,,PR000169,,multi_vehicle_pileup,snow,2024-12-28,True,1,1,3270.43,paid,3006.69,0,
CM002486,CL000395,VH003544,PR000249,PR000071,,sideswipe,clear,2023-08-16,True,0,0,6259.57,paid,5866.58,0,
CM008387,CL000065,VH003387,,PR000132,,sideswipe,clear,2024-05-22,True,0,0,2913.68,paid,2641.0,0,
CM006121,CL003053,VH003162,PR000240,PR000154,,parking_lot,clear,2023-08-19,True,0,1,6188.93,paid,5970.33,0,
CM000880,CL002396,VH000348,PR000153,PR000108,,parking_lot,rain,2023-03-06,True,0,2,5969.65,under_review,,0,
CM007842,CL003276,VH000566,,PR000028,,sideswipe,clear,2025-07-12,True,1,1,2730.5,paid,2543.17,0,
CM005138,CL000636,VH000314,,,,single_vehicle,rain,2025-12-17,True,0,0,1848.42,paid,1808.37,0,
CM007398,CL002293,VH002760,PR000074,PR000055,,parking_lot,clear,2024-10-06,True,1,1,2746.55,paid,2652.24,0,
CM002026,CL003574,VH001970,,PR000243,,rear_end_collision,clear,2025-04-04,True,0,0,5559.98,paid,5540.68,0,
CM006061,CL003641,VH000345,PR000236,PR000092,,multi_vehicle_pileup,clear,2025-05-17,True,0,1,4196.36,paid,4185.31,0,
CM008168,CL002866,VH000481,PR000068,PR000225,,sideswipe,clear,2025-01-30,True,0,1,4815.65,paid,4624.07,0,
CM006331,CL001647,VH000835,PR000096,PR000052,,sideswipe,clear,2023-12-28,True,0,1,4355.75,under_review,,0,
CM002267,CL002281,VH003260,PR000001,PR000245,,single_vehicle,clear,2023-12-20,True,0,0,7094.16,paid,6579.49,0,
CM001085,CL001363,VH003917,,PR000080,,single_vehicle,clear,2024-05-16,False,0,0,1506.05,paid,1403.24,0,
CM004454,CL000515,VH000515,PR000190,PR000205,,rear_end_collision,fog,2025-03-25,True,0,2,2006.05,paid,1812.96,0,
